Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
564;21101166827;"Dissertationes Archaeologicae ex Instituto Archaeologico Universitatis de Rolando Eotvos Nominatae";journal;"20644574";"Eotvos Lorand Tudomanyegyetem";Yes;Yes;0,515;Q1;5;38;52;1935;37;52;0,81;50,92;41,27;0;2;Hungary;Eastern Europe;"Eotvos Lorand Tudomanyegyetem";"2019-2025";"Archeology (Q1); Archeology (arts and humanities) (Q1)";"Arts and Humanities; Social Sciences"
565;21101152136;"Journal of the Bulgarian Geographical Society";journal;"27388115, 27388107";"Bulgarian Geographical Society";Yes;Yes;0,515;Q2;9;22;51;1068;95;49;1,44;48,55;42,55;0;13;Bulgaria;Eastern Europe;"Bulgarian Geographical Society";"2021-2025";"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2); Nature and Landscape Conservation (Q2); Ecological Modeling (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
566;21100888812;"Journal of Data and Information Science";journal;"2096157X";"De Gruyter Open Ltd";Yes;Yes;0,514;Q2;20;32;81;1502;177;77;1,90;46,94;38,71;1;3;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2025";"Information Systems and Management (Q2); Library and Information Sciences (Q2); Public Administration (Q2)";"Decision Sciences; Social Sciences"
567;17600155136;"Kotuitui";journal;"1177083X";"Routledge";Yes;Yes;0,513;Q2;21;57;82;3721;182;82;2,11;65,28;64,11;0;31;United Kingdom;Western Europe;"Routledge";"2009-2010, 2012-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
568;21100790089;"Montenegrin Journal of Sports Science and Medicine";journal;"18008755, 18008763";"";Yes;Yes;0,513;Q2;16;20;60;737;125;60;2,15;36,85;20,00;0;0;Montenegro;Eastern Europe;"";"2016-2024";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3)";"Health Professions; Medicine"
569;21101087219;"Journal of Illicit Economies and Development";journal;"25167227";"LSE Press";Yes;Yes;0,512;Q2;11;24;66;1287;102;57;1,34;53,63;36,59;0;20;United Kingdom;Western Europe;"LSE Press";"2019-2025";"Development (Q2)";"Social Sciences"
570;21101160584;"Mathematical Modelling and Control";journal;"27678946";"American Institute of Mathematical Sciences";Yes;Yes;0,512;Q2;8;36;77;1286;190;77;2,77;35,72;32,93;0;7;United States;Northern America;"American Institute of Mathematical Sciences";"2021-2024";"Applied Mathematics (Q2); Computational Mathematics (Q2); Control and Optimization (Q2); Modeling and Simulation (Q2)";"Mathematics"
571;29389;"Revista Latino-Americana de Enfermagem";journal;"01041169, 15188345";"Escola de Enfermagem de Ribeirao Preto, Universidade de Sao Paulo";Yes;Yes;0,512;Q2;52;114;455;3800;716;421;1,28;33,33;76,90;0;45;Brazil;Latin America;"Escola de Enfermagem de Ribeirao Preto, Universidade de Sao Paulo";"1993-2025";"Nursing (miscellaneous) (Q2)";"Nursing"
572;21100853663;"Urban Rail Transit";journal;"21996679, 21996687";"Springer Science and Business Media Deutschland GmbH";Yes;Yes;0,512;Q2;25;29;63;1187;176;63;2,70;40,93;36,94;1;22;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2015-2025";"Automotive Engineering (Q2); Civil and Structural Engineering (Q2); Electrical and Electronic Engineering (Q2); Geography, Planning and Development (Q2); Urban Studies (Q2); Transportation (Q3)";"Engineering; Social Sciences"
573;21100940459;"Learning and Teaching in Higher Education: Gulf Perspectives";journal;"20775504";"Emerald Group Publishing Ltd.";Yes;Yes;0,511;Q2;13;2;24;140;58;20;1,92;70,00;0,00;0;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2019, 2021-2022, 2024";"Education (Q2)";"Social Sciences"
574;21100407145;"Investigacion y Educacion en Enfermeria";journal;"22160280, 01205307";"Facultad de Enfermeria de la Universidad de Antioquia";Yes;Yes;0,510;Q1;22;47;140;1427;251;132;1,47;30,36;63,92;0;18;Colombia;Latin America;"Facultad de Enfermeria de la Universidad de Antioquia";"2012-2024";"Maternity and Midwifery (Q1); Community and Home Care (Q2); Family Practice (Q2); Health (social science) (Q2); Nursing (miscellaneous) (Q2); Geriatrics and Gerontology (Q3)";"Medicine; Nursing; Social Sciences"
575;21100945714;"Methods, Data, Analyses";journal;"21904936, 18646956";"GESIS - Leibniz Institute for the Social Sciences";Yes;Yes;0,510;Q2;10;12;33;451;83;32;2,96;37,58;39,13;0;2;Germany;Western Europe;"GESIS - Leibniz Institute for the Social Sciences";"2019-2024";"Applied Mathematics (Q2); Computer Science Applications (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2); Applied Psychology (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics; Psychology"
576;4000152105;"Neotropical Entomology";journal;"16788052, 1519566X";"Springer";No;Yes;0,510;Q2;60;120;267;6290;553;261;2,10;52,42;37,50;0;47;United States;Northern America;"Springer";"2001-2025";"Insect Science (Q2)";"Agricultural and Biological Sciences"
577;5700172022;"Informal Logic";journal;"08242577";"University of Windsor";Yes;Yes;0,509;Q1;23;22;64;883;72;63;1,22;40,14;28,00;0;0;Canada;Northern America;"University of Windsor";"2010-2024";"Philosophy (Q1)";"Arts and Humanities"
578;21100331609;"Australian Journal of Indigenous Education";journal;"13260111, 20497784";"Aboriginal and Torres Strait Islander Studies Unit, The University of Queensland";Yes;Yes;0,508;Q1;34;14;99;587;168;93;1,23;41,93;78,05;0;5;United Kingdom;Western Europe;"Aboriginal and Torres Strait Islander Studies Unit, The University of Queensland";"1996-2024";"Anthropology (Q1); Education (Q2)";"Social Sciences"
579;21101039225;"Vitruvio";journal;"24449091";"Universidad Politecnica de Valencia";Yes;Yes;0,508;Q1;7;19;69;453;83;65;1,26;23,84;54,05;0;15;Spain;Western Europe;"Universidad Politecnica de Valencia";"2019-2024";"Architecture (Q1); Building and Construction (Q2)";"Engineering"
580;21101019609;"Journal of Electrochemical Science and Engineering";journal;"18479286";"International Association of Physical Chemists";Yes;Yes;0,508;Q2;23;53;196;2498;761;190;4,09;47,13;31,55;0;11;Croatia;Eastern Europe;"International Association of Physical Chemists";"2012-2024";"Chemical Engineering (miscellaneous) (Q2); Colloid and Surface Chemistry (Q2); Materials Chemistry (Q2); Electrochemistry (Q3)";"Chemical Engineering; Chemistry; Materials Science"
581;21101039405;"RUDN Journal of Language Studies, Semiotics and Semantics";journal;"24111236, 23132299";"Peoples' Friendship University of Russia";Yes;Yes;0,507;Q1;10;59;217;1499;151;216;0,78;25,41;76,79;0;10;Russian Federation;Eastern Europe;"Peoples' Friendship University of Russia";"2019-2024";"Linguistics and Language (Q1)";"Social Sciences"
582;21101021437;"Advances in Social Work";journal;"23314125, 15278565";"Indiana University School of Social Work";Yes;Yes;0,506;Q2;13;32;165;1542;272;157;0,99;48,19;69,12;0;16;United States;Northern America;"Indiana University School of Social Work";"2019-2024";"Education (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
583;21100900141;"Pixel-Bit, Revista de Medios y Educacion";journal;"11338482, 21717966";"Universidad de Sevilla";Yes;Yes;0,506;Q2;20;30;90;1383;222;90;2,58;46,10;39,76;0;11;Spain;Western Europe;"Universidad de Sevilla";"2018-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
584;35190;"Revista Espanola de Quimioterapia";journal;"02143429";"Sociedad Espanola de Quiminoterapia";Yes;Yes;0,505;Q3;35;82;396;2715;583;279;1,50;33,11;52,31;0;22;Spain;Western Europe;"Sociedad Espanola de Quiminoterapia";"1989-2025";"Medicine (miscellaneous) (Q3); Microbiology (medical) (Q3); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
585;21101044928;"Beni-Suef University Journal of Basic and Applied Sciences";journal;"23148543, 23148535";"Springer Science and Business Media Deutschland GmbH";Yes;Yes;0,504;Q2;26;127;357;6994;1229;355;3,44;55,07;49,53;0;49;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2019-2025";"Agricultural and Biological Sciences (miscellaneous) (Q2); Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
586;23760;"Acta Stomatologica Croatica";journal;"18460410, 00017019";"University of Zagreb";Yes;Yes;0,503;Q2;23;31;113;1213;240;113;1,96;39,13;62,84;0;7;Croatia;Eastern Europe;"University of Zagreb";"1966-1972, 1974-1975, 1980-1991, 2009-2024";"Dentistry (miscellaneous) (Q2)";"Dentistry"
587;21100285499;"Dolomites Research Notes on Approximation";journal;"20356803";"Padova University Press";Yes;Yes;0,502;Q2;15;31;95;674;88;93;1,03;21,74;31,67;0;0;Italy;Western Europe;"Padova University Press";"2013-2025";"Applied Mathematics (Q2); Mathematics (miscellaneous) (Q2)";"Mathematics"
588;54509;"Reports of Practical Oncology and Radiotherapy";journal;"15071367";"Via Medica";Yes;Yes;0,501;Q2;39;88;350;2754;519;340;1,67;31,30;42,08;0;63;Poland;Eastern Europe;"Via Medica";"1998-2024";"Radiology, Nuclear Medicine and Imaging (Q2); Oncology (Q3); Cancer Research (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
589;21100943538;"Revista Internacional de Educacion para la Justicia Social";journal;"22543139";"Universidad Autonoma de Madrid";Yes;Yes;0,500;Q2;20;35;79;1636;125;78;1,81;46,74;74,44;1;29;Spain;Western Europe;"Universidad Autonoma de Madrid";"2012-2024";"Education (Q2); Sociology and Political Science (Q2)";"Social Sciences"
590;19752;"Reumatologia";journal;"00346233, 20849834";"Termedia Publishing House Ltd.";Yes;Yes;0,500;Q3;30;73;209;2353;371;180;1,64;32,23;52,59;0;12;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"1960-1961, 1963-2024";"Immunology (Q3); Immunology and Allergy (Q3); Rheumatology (Q3)";"Immunology and Microbiology; Medicine"
591;18825;"Sao Paulo Medical Journal";journal;"15163180, 18069460";"Associacao Paulista de Medicina";Yes;Yes;0,500;Q3;50;79;278;2621;414;256;1,57;33,18;51,84;0;43;Brazil;Latin America;"Associacao Paulista de Medicina";"1994-2025";"Medicine (miscellaneous) (Q3)";"Medicine"
592;21101077305;"Asian Association of Open Universities Journal";journal;"24146994, 18583431";"Emerald Group Publishing Ltd.";Yes;Yes;0,499;Q2;21;23;62;1078;235;62;3,12;46,87;46,51;0;16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2006, 2008-2025";"Education (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
593;21100293800;"Electronics";journal;"14505843";"Faculty of Electrical Engineering Banja Luka";Yes;Yes;0,499;Q2;12;7;30;132;21;25;0,67;18,86;33,33;0;1;Bosnia and Herzegovina;Eastern Europe;"Faculty of Electrical Engineering Banja Luka";"2012-2024";"Electrical and Electronic Engineering (Q2)";"Engineering"
594;21100898991;"Modern Stochastics: Theory and Applications";journal;"23516046, 23516054";"VTeX";Yes;Yes;0,499;Q2;8;24;62;523;60;62;1,07;21,79;26,42;0;0;Lithuania;Eastern Europe;"VTeX";"2018-2025";"Modeling and Simulation (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
595;21101060915;"Constitutional Review";journal;"25483870, 24600016";"Center for Research and Case Analysis and Library Management of the Constitutional Court of the Republic of Indonesia";Yes;Yes;0,498;Q1;9;16;36;908;49;36;1,54;56,75;22,73;0;14;Indonesia;Asiatic Region;"Center for Research and Case Analysis and Library Management of the Constitutional Court of the Republic of Indonesia";"2015-2024";"Law (Q1)";"Social Sciences"
596;21101062822;"Revista Juridica Portucalense";journal;"21835705, 21835799";"Universidade Portucalense";Yes;Yes;0,498;Q1;4;62;136;2498;97;127;0,80;40,29;44,20;0;43;Portugal;Western Europe;"Universidade Portucalense";"2019-2025";"Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
597;19900195042;"European Spatial Research and Policy";journal;"12311952, 18961525";"Lodz University Press";Yes;Yes;0,498;Q2;17;0;21;0;53;20;1,25;0,00;0,00;0;0;Poland;Eastern Europe;"Lodz University Press";"2009-2022";"Geography, Planning and Development (Q2)";"Social Sciences"
598;21101176848;"Quantitative Finance and Economics";journal;"25730134";"American Institute of Mathematical Sciences";Yes;Yes;0,498;Q2;6;31;32;1705;111;32;3,47;55,00;31,25;0;15;United States;Northern America;"American Institute of Mathematical Sciences";"2023-2025";"Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
599;21100897232;"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion";journal;"16964713";"Universidad Autonoma de Madrid";Yes;Yes;0,497;Q1;29;26;94;1144;203;93;1,62;44,00;59,46;0;15;Spain;Western Europe;"Universidad Autonoma de Madrid";"2003-2025";"Cultural Studies (Q1); Education (Q2); Sociology and Political Science (Q2)";"Social Sciences"
600;19613;"Schweizerische Medizinische Wochenschrift";journal;"14247860, 14243997";"Schwabe und Co. AG";Yes;Yes;0,497;Q3;83;129;495;4323;729;466;1,65;33,51;44,89;0;66;Switzerland;Western Europe;"Schwabe und Co. AG";"2001-2025";"Medicine (miscellaneous) (Q3)";"Medicine"
601;5800219327;"Boletin de Filologia";journal;"07189303, 00679674";"Universidad de Chile";Yes;Yes;0,496;Q1;15;33;106;1577;58;104;0,39;47,79;60,00;0;1;Chile;Latin America;"Universidad de Chile";"2014-2024";"History (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
602;21100912224;"Journal of World-Systems Research";journal;"1076156X";"University Library System, University of Pittsburgh";Yes;Yes;0,496;Q2;10;30;86;1680;88;65;0,82;56,00;46,43;0;13;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2024";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
603;23092;"Revista da Sociedade Brasileira de Medicina Tropical";journal;"00378682, 16789849";"Sociedade Brasileira de Medicina Tropical";Yes;Yes;0,495;Q2;66;102;589;2340;656;383;1,16;22,94;48,52;1;43;Brazil;Latin America;"Sociedade Brasileira de Medicina Tropical";"1972-1976, 1986-2025";"Parasitology (Q2); Infectious Diseases (Q3); Microbiology (medical) (Q3)";"Immunology and Microbiology; Medicine"
604;11700154503;"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)";journal;"18150659";"Institute of Mathematics";Yes;Yes;0,495;Q2;43;115;319;3788;318;319;0,94;32,94;18,47;0;1;Ukraine;Eastern Europe;"Institute of Mathematics";"2005-2025";"Analysis (Q2); Geometry and Topology (Q2); Mathematical Physics (Q2)";"Mathematics"
605;21101081518;"Neurointervention";journal;"22336273, 20939043";"Korean Society of Interventional Neuroradiology";Yes;Yes;0,494;Q2;10;31;107;515;151;95;1,08;16,61;19,20;0;11;South Korea;Asiatic Region;"Korean Society of Interventional Neuroradiology";"2019-2024";"Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3)";"Medicine"
606;21100927219;"Acute and Critical Care";journal;"25866060, 25866052";"Korean Society of Critical Care Medicine";Yes;Yes;0,493;Q2;19;73;211;2368;338;177;1,61;32,44;36,15;0;21;South Korea;Asiatic Region;"Korean Society of Critical Care Medicine";"2018-2024";"Critical Care and Intensive Care Medicine (Q2); Critical Care Nursing (Q2)";"Medicine; Nursing"
607;21101176725;"Historical Life Course Studies";journal;"23526343";"European Historical Population Samples Network (EHPS-Net)";Yes;Yes;0,492;Q1;9;8;65;304;59;65;1,38;38,00;37,50;0;4;Netherlands;Western Europe;"European Historical Population Samples Network (EHPS-Net)";"2019-2025";"History (Q1)";"Arts and Humanities"
608;21100819607;"Egyptian Journal of Petroleum";journal;"11100621, 20902468";"Egyptian Petroleum Research Institute";Yes;Yes;0,491;Q2;67;55;93;2012;345;93;4,09;36,58;21,23;0;27;Egypt;Africa/Middle East;"Egyptian Petroleum Research Institute";"2011-2024";"Fuel Technology (Q2); Geochemistry and Petrology (Q2); Organic Chemistry (Q2); Catalysis (Q3); Process Chemistry and Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy"
609;5300152719;"Biotechnologia";journal;"08607796";"Instytut Chemii Bioorganicznej PAN";Yes;Yes;0,490;Q2;20;29;96;1521;283;96;2,51;52,45;41,49;0;13;Poland;Eastern Europe;"Instytut Chemii Bioorganicznej PAN";"2007-2024";"Plant Science (Q2); Biotechnology (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
610;21100938864;"Health Psychology Report";journal;"23535571, 23534184";"Termedia Publishing House Ltd.";Yes;Yes;0,490;Q2;14;32;95;1660;161;95;1,23;51,88;61,98;0;10;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2019-2025";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
611;21100407545;"International Journal for Crime, Justice and Social Democracy";journal;"22028005, 22027998";"Queensland Uuniversity of Technology";Yes;Yes;0,489;Q1;29;32;135;1723;276;130;1,72;53,84;72,22;0;18;Australia;Pacific Region;"Queensland Uuniversity of Technology";"2013-2024";"Law (Q1); Sociology and Political Science (Q2)";"Social Sciences"
612;21100203315;"Anuario Iberoamericano de Justicia Constitucional";journal;"19895585, 11384824";"Centro de Estudios Politicos y Constitucionales";No;Yes;0,488;Q1;6;23;65;721;34;58;0,48;31,35;50,00;0;16;Spain;Western Europe;"Centro de Estudios Politicos y Constitucionales";"2011-2024";"Law (Q1)";"Social Sciences"
